n,edges,cut_size_greedy,node_assignment
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (2, 6), (4, 5), (4, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (2, 6), (4, 5), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (2, 6), (4, 5), (5, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (2, 6), (4, 5)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (2, 6), (4, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (2, 6), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (2, 6), (5, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (2, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (4, 5), (4, 6), (5, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (4, 5), (4, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (4, 5), (5, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (4, 6), (5, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (4, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (5, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6)]",12,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5)]",11,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]",11,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]",11,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 5), (4, 5)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 5), (4, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 5), (4, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 5), (5, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 5)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]",11,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 6), (4, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6), (5, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (2, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (3, 5), (4, 6), (5, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (3, 5), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (3, 5), (5, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (3, 6), (4, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (3, 6), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (3, 6), (5, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (3, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5), (5, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 6), (3, 6), (4, 6), (5, 6)]",11,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 6), (3, 6), (4, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 6), (3, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 6), (3, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 6), (5, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (2, 6), (3, 6), (4, 5), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (2, 6), (3, 6), (4, 5)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (2, 6), (3, 6), (4, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (2, 6), (3, 6), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (2, 6), (3, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (2, 6), (4, 5), (4, 6), (5, 6)]",10,"{0: 1, 1: -1, 2: -1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (2, 6), (4, 5), (4, 6)]",9,"{0: 1, 1: -1, 2: -1, 3: 1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (2, 6), (4, 5)]",8,"{0: 1, 1: -1, 2: -1, 3: 1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (2, 6), (4, 6), (5, 6)]",10,"{0: 1, 1: -1, 2: -1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (2, 6), (4, 6)]",9,"{0: 1, 1: -1, 2: -1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (2, 6)]",8,"{0: 1, 1: -1, 2: -1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (4, 5), (4, 6), (5, 6)]",9,"{0: 1, 1: -1, 2: 1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (4, 5), (4, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (4, 5)]",7,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (4, 6), (5, 6)]",9,"{0: 1, 1: -1, 2: 1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3), (4, 6)]",8,"{0: 1, 1: -1, 2: 1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 3)]",7,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 4), (3, 6), (4, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 4), (3, 6), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 4), (3, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 4), (3, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 4), (5, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 4)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6)]",9,"{0: 1, 1: -1, 2: 1, 3: 1, 4: -1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 5), (4, 5), (5, 6)]",10,"{0: 1, 1: -1, 2: -1, 3: 1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 5), (4, 5)]",9,"{0: 1, 1: -1, 2: -1, 3: 1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 5), (4, 6), (5, 6)]",10,"{0: 1, 1: -1, 2: 1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 5), (4, 6)]",9,"{0: 1, 1: -1, 2: 1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 5), (5, 6)]",9,"{0: 1, 1: -1, 2: 1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 5)]",8,"{0: 1, 1: -1, 2: 1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 6), (4, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 6), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 6), (5, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (3, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6), (5, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (2, 6)]",7,"{0: 1, 1: 1, 2: 1, 3: -1, 4: -1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 4), (4, 6), (5, 6)]",10,"{0: 1, 1: -1, 2: 1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 4), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 4), (5, 6)]",9,"{0: 1, 1: -1, 2: 1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 4)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 5), (4, 5), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 5), (4, 5)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 5), (4, 6), (5, 6)]",10,"{0: 1, 1: -1, 2: 1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 5), (4, 6)]",9,"{0: 1, 1: -1, 2: 1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 5)]",8,"{0: 1, 1: -1, 2: 1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 6), (4, 5), (4, 6), (5, 6)]",10,"{0: 1, 1: -1, 2: 1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 6), (4, 5), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 6), (4, 5), (5, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 6), (4, 5)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 6), (4, 6), (5, 6)]",10,"{0: 1, 1: -1, 2: 1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 6), (4, 6)]",9,"{0: 1, 1: -1, 2: 1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 6), (5, 6)]",9,"{0: 1, 1: -1, 2: 1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (3, 6)]",8,"{0: 1, 1: -1, 2: 1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (4, 5), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (4, 5), (5, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (4, 5)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (4, 6), (5, 6)]",9,"{0: 1, 1: -1, 2: 1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (4, 6)]",8,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4), (5, 6)]",8,"{0: 1, 1: -1, 2: 1, 3: 1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 4)]",7,"{0: 1, 1: 1, 2: -1, 3: -1, 4: 1, 5: -1, 6: -1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]",10,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: -1, 6: 1}"
7,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 6), (2, 6), (3, 6), (4, 5), (4, 6)]",9,"{0: 1, 1: 1, 2: -1, 3: -1, 4: -1, 5: 1, 6: 1}"
